,Year,Quarter,LGA,PTB Xpert Positive,PTB Smear Positive,PTB TB Lamp,PTB LF-LAM and other,PTB Clinically Diagnosed (X-ray and others),EPTB Xpert Positive,EPTB Clinically Diagnosed (X-ray and others),Total TB Cases notified,All TB cases who had Xpert test,PTB Truenat Positive,All TB cases who had Truenat test,Date,Year-Quarter
390,2023,3,Jaba,72,58,0,0,18,0,0,148,74,0,0,2023-09-30,2023 Q3
391,2023,4,Jaba,90,55,4,0,13,0,0,162,90,0,0,2023-12-31,2023 Q4
392,2023,1,Jema'a,234,68,1,0,36,0,0,339,234,0,0,2023-03-31,2023 Q1
393,2023,2,Jema'a,158,44,11,0,44,0,1,258,158,0,0,2023-06-30,2023 Q2
394,2023,3,Jema'a,282,103,15,0,70,0,0,470,282,0,0,2023-09-30,2023 Q3
395,2023,4,Jema'a,212,61,11,0,49,0,0,333,212,0,0,2023-12-31,2023 Q4
396,2023,1,Kachia,229,239,0,0,29,0,0,497,233,0,0,2023-03-31,2023 Q1
397,2023,2,Kachia,196,258,0,0,12,0,0,466,196,0,0,2023-06-30,2023 Q2
398,2023,3,Kachia,218,290,0,0,21,0,0,529,218,0,0,2023-09-30,2023 Q3
399,2023,4,Kachia,223,287,0,0,10,0,0,520,223,0,0,2023-12-31,2023 Q4
400,2023,1,Kaduna North,440,171,0,0,204,0,4,819,612,0,0,2023-03-31,2023 Q1
401,2023,2,Kaduna North,671,0,5,0,315,0,2,993,676,0,0,2023-06-30,2023 Q2
402,2023,3,Kaduna North,991,0,11,0,274,0,8,1284,991,0,0,2023-09-30,2023 Q3
403,2023,4,Kaduna North,1113,0,9,1,158,0,5,1286,1113,0,0,2023-12-31,2023 Q4
404,2023,1,Kaduna South,512,2,6,0,57,0,5,582,512,0,0,2023-03-31,2023 Q1
405,2023,2,Kaduna South,582,1,32,0,71,0,7,693,582,0,0,2023-06-30,2023 Q2
406,2023,3,Kaduna South,740,10,50,0,93,0,2,895,740,0,0,2023-09-30,2023 Q3
407,2023,4,Kaduna South,679,0,0,62,92,1,4,838,684,0,0,2023-12-31,2023 Q4
408,2023,1,Kagarko,206,0,0,0,1,0,0,207,206,0,0,2023-03-31,2023 Q1
409,2023,2,Kagarko,277,0,0,0,0,0,2,279,277,0,0,2023-06-30,2023 Q2
410,2023,3,Kagarko,311,0,0,0,0,0,0,311,311,0,0,2023-09-30,2023 Q3
411,2023,4,Kagarko,314,0,0,0,0,0,0,314,314,0,0,2023-12-31,2023 Q4
412,2023,1,Kajuru,133,124,0,0,13,0,0,270,133,0,0,2023-03-31,2023 Q1
413,2023,2,Kajuru,138,120,0,0,16,0,0,274,138,0,0,2023-06-30,2023 Q2
414,2023,3,Kajuru,206,151,0,0,21,0,0,378,206,0,378,2023-09-30,2023 Q3
415,2023,4,Kajuru,198,175,0,0,9,0,0,382,198,0,0,2023-12-31,2023 Q4
416,2023,1,Kaura,32,40,0,0,18,0,0,90,32,0,0,2023-03-31,2023 Q1
417,2023,2,Kaura,62,30,0,0,19,1,0,112,63,0,0,2023-06-30,2023 Q2
418,2023,3,Kaura,43,22,5,0,32,0,0,102,47,0,0,2023-09-30,2023 Q3
419,2023,4,Kaura,43,20,16,0,20,0,0,99,43,0,0,2023-12-31,2023 Q4
420,2023,1,Kauru,176,225,0,0,224,0,0,625,176,0,0,2023-03-31,2023 Q1
421,2023,2,Kauru,187,229,0,0,144,0,0,560,187,0,0,2023-06-30,2023 Q2
422,2023,3,Kauru,343,126,0,0,200,0,0,669,343,0,0,2023-09-30,2023 Q3
423,2023,4,Kauru,308,155,0,0,210,0,0,673,598,0,0,2023-12-31,2023 Q4
424,2023,1,Kubau,82,18,0,0,10,0,0,110,82,0,0,2023-03-31,2023 Q1
425,2023,2,Kubau,118,27,0,0,13,0,0,158,118,0,0,2023-06-30,2023 Q2
426,2023,3,Kubau,125,29,0,0,15,0,0,169,169,0,169,2023-09-30,2023 Q3
427,2023,4,Kubau,142,16,0,0,16,0,0,174,142,0,0,2023-12-31,2023 Q4
428,2023,1,Kudan,46,4,0,0,10,0,0,60,46,0,0,2023-03-31,2023 Q1
429,2023,2,Kudan,62,0,0,0,10,0,0,72,62,0,0,2023-06-30,2023 Q2
430,2023,3,Kudan,80,5,0,0,3,0,0,97,80,9,9,2023-09-30,2023 Q3
431,2023,4,Kudan,88,0,0,0,9,0,0,101,88,4,4,2023-12-31,2023 Q4
432,2023,1,Lere,46,0,0,0,5,0,0,51,47,0,0,2023-03-31,2023 Q1
433,2023,2,Lere,39,0,2,0,20,0,0,61,39,0,0,2023-06-30,2023 Q2
434,2023,3,Lere,35,0,1,0,41,0,1,78,79,0,36,2023-09-30,2023 Q3
435,2023,4,Lere,55,0,11,0,32,0,1,99,56,0,0,2023-12-31,2023 Q4
436,2023,1,Markafi,99,1,5,0,35,0,2,142,99,0,0,2023-03-31,2023 Q1
437,2023,2,Markafi,137,0,2,0,34,0,1,174,137,0,0,2023-06-30,2023 Q2
438,2023,3,Markafi,105,0,12,0,82,0,1,200,105,0,0,2023-09-30,2023 Q3
439,2023,4,Markafi,108,0,16,0,95,0,0,219,108,0,0,2023-12-31,2023 Q4
440,2023,1,Sabon-Gari,245,9,0,0,41,0,0,295,245,0,0,2023-03-31,2023 Q1
441,2023,2,Sabon-Gari,243,21,0,0,49,0,0,313,243,0,0,2023-06-30,2023 Q2
442,2023,3,Sabon-Gari,446,18,1,0,122,0,0,587,446,0,0,2023-09-30,2023 Q3
443,2023,4,Sabon-Gari,427,23,0,0,114,0,0,564,427,0,0,2023-12-31,2023 Q4
444,2023,1,Sanga,50,21,3,0,10,0,0,84,50,0,0,2023-03-31,2023 Q1
445,2023,2,Sanga,33,2,3,0,10,0,0,48,33,0,0,2023-06-30,2023 Q2
446,2023,3,Sanga,34,6,7,0,25,0,0,72,34,0,0,2023-09-30,2023 Q3
447,2023,4,Sanga,47,21,0,10,19,0,0,97,47,0,0,2023-12-31,2023 Q4
448,2023,1,Soba,76,8,0,0,6,0,0,90,76,0,0,2023-03-31,2023 Q1
449,2023,2,Soba,62,17,0,0,15,0,0,94,62,0,0,2023-06-30,2023 Q2
450,2023,3,Soba,131,17,0,0,5,0,0,153,131,0,0,2023-09-30,2023 Q3
451,2023,4,Soba,172,16,0,0,24,0,0,212,172,0,0,2023-12-31,2023 Q4
452,2023,1,Zango-Kataf,102,38,0,0,63,0,0,203,102,0,0,2023-03-31,2023 Q1
453,2023,2,Zango-Kataf,106,48,0,0,64,0,0,218,106,0,0,2023-06-30,2023 Q2
454,2023,3,Zango-Kataf,117,51,3,0,62,0,0,233,117,0,0,2023-09-30,2023 Q3
455,2023,4,Zango-Kataf,125,48,12,0,74,0,0,259,125,0,0,2023-12-31,2023 Q4
456,2023,1,Zaria,519,109,0,0,139,0,0,767,519,0,0,2023-03-31,2023 Q1
457,2023,2,Zaria,454,172,5,0,174,0,0,805,454,0,0,2023-06-30,2023 Q2
458,2023,3,Zaria,552,183,12,0,136,0,0,883,552,0,0,2023-09-30,2023 Q3
459,2023,4,Zaria,571,147,1,0,134,0,0,853,571,0,0,2023-12-31,2023 Q4
